UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_LIABILITIES),Year
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,11500.0,2020
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,16948.0,2020
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,16245.0,2020
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,18535.0,2020
1TQ,Rhoades Aviation dba Transair,1,240.0,2020
1TQ,Rhoades Aviation dba Transair,2,1503.0,2020
1TQ,Rhoades Aviation dba Transair,3,1605.0,2020
1TQ,Rhoades Aviation dba Transair,4,1529.0,2020
27Q,"Jet Aviation Flight Services, Inc.",1,19179.0,2020
27Q,"Jet Aviation Flight Services, Inc.",2,10302.0,2020
27Q,"Jet Aviation Flight Services, Inc.",3,8988.0,2020
27Q,"Jet Aviation Flight Services, Inc.",4,7089.0,2020
2HQ,Elite Airways LLC,1,21198.0,2020
2HQ,Elite Airways LLC,2,19530.0,2020
2HQ,Elite Airways LLC,3,17822.0,2020
2HQ,Elite Airways LLC,4,16054.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,10729.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,8789.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,8052.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,12340.0,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,19028.0,2020
3M,Silver Airways,1,52119.0,2020
3M,Silver Airways,2,-56936.0,2020
3M,Silver Airways,3,71684.0,2020
3M,Silver Airways,4,64497.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,2333.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,2015.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,6222.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,5608.0,2020
5X,United Parcel Service,1,731054.0,2020
5X,United Parcel Service,2,769105.0,2020
5X,United Parcel Service,3,856768.0,2020
5X,United Parcel Service,4,918992.0,2020
5Y,Atlas Air Inc.,1,639160.0,2020
5Y,Atlas Air Inc.,2,730091.0,2020
5Y,Atlas Air Inc.,3,766650.0,2020
5Y,Atlas Air Inc.,4,808040.0,2020
8C,Air Transport International,1,38025.0,2020
8C,Air Transport International,2,43450.0,2020
8C,Air Transport International,3,52478.0,2020
8C,Air Transport International,4,46342.0,2020
9E,Endeavor Air Inc.,1,164743.0,2020
9E,Endeavor Air Inc.,2,123344.0,2020
9E,Endeavor Air Inc.,3,143808.0,2020
9E,Endeavor Air Inc.,4,143854.0,2020
9S,Southern Air Inc.,1,31103.0,2020
9S,Southern Air Inc.,2,24127.0,2020
9S,Southern Air Inc.,3,27975.0,2020
9S,Southern Air Inc.,4,35665.0,2020
AA,American Airlines Inc.,1,18981343.0,2020
AA,American Airlines Inc.,2,17618289.0,2020
AA,American Airlines Inc.,3,16341755.0,2020
AA,American Airlines Inc.,4,16307869.0,2020
ABX,ABX Air Inc,1,49638.0,2020
ABX,ABX Air Inc,2,47375.0,2020
ABX,ABX Air Inc,3,50665.0,2020
ABX,ABX Air Inc,4,41307.0,2020
AS,Alaska Airlines Inc.,1,5425001.0,2020
AS,Alaska Airlines Inc.,2,5869856.0,2020
AS,Alaska Airlines Inc.,3,5952016.0,2020
AS,Alaska Airlines Inc.,4,5798551.0,2020
B6,JetBlue Airways,1,3622488.0,2020
B6,JetBlue Airways,2,3984752.0,2020
B6,JetBlue Airways,3,2808205.0,2020
B6,JetBlue Airways,4,2673710.0,2020
C5,CommuteAir LLC dba CommuteAir,1,,2020
C5,CommuteAir LLC dba CommuteAir,2,,2020
C5,CommuteAir LLC dba CommuteAir,3,,2020
C5,CommuteAir LLC dba CommuteAir,4,41517.0,2020
CP (2),Compass Airlines,1,31425.0,2020
CP (2),Compass Airlines,2,23950.0,2020
CP (2),Compass Airlines,3,,2020
CP (2),Compass Airlines,4,,2020
DL,Delta Air Lines Inc.,1,19367492.0,2020
DL,Delta Air Lines Inc.,2,20168311.0,2020
DL,Delta Air Lines Inc.,3,19734715.0,2020
DL,Delta Air Lines Inc.,4,15930391.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,1,107479.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,2,104612.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,3,88455.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,4,,2020
F9,Frontier Airlines Inc.,1,1157510.0,2020
F9,Frontier Airlines Inc.,2,1131012.0,2020
F9,Frontier Airlines Inc.,3,1020959.0,2020
F9,Frontier Airlines Inc.,4,1003057.0,2020
FX,Federal Express Corporation,1,9600493.0,2020
FX,Federal Express Corporation,2,10403541.0,2020
FX,Federal Express Corporation,3,8488664.0,2020
FX,Federal Express Corporation,4,8871529.0,2020
G4,Allegiant Air,1,675901.0,2020
G4,Allegiant Air,2,778439.0,2020
G4,Allegiant Air,3,720383.0,2020
G4,Allegiant Air,4,651113.0,2020
G7,GoJet Airlines LLC d/b/a United Express,1,58725.0,2020
G7,GoJet Airlines LLC d/b/a United Express,2,72311.0,2020
G7,GoJet Airlines LLC d/b/a United Express,3,78627.0,2020
G7,GoJet Airlines LLC d/b/a United Express,4,63113.0,2020
GFQ,Gulf And Caribbean Cargo,1,30525.0,2020
GFQ,Gulf And Caribbean Cargo,2,26231.0,2020
GFQ,Gulf And Caribbean Cargo,3,27514.0,2020
GFQ,Gulf And Caribbean Cargo,4,26305.0,2020
HA,Hawaiian Airlines Inc.,1,1065397.0,2020
HA,Hawaiian Airlines Inc.,2,1028670.0,2020
HA,Hawaiian Airlines Inc.,3,954065.0,2020
HA,Hawaiian Airlines Inc.,4,996151.0,2020
KAQ,Kalitta Air LLC,1,149834.0,2020
KAQ,Kalitta Air LLC,2,165389.0,2020
KAQ,Kalitta Air LLC,3,271370.0,2020
KAQ,Kalitta Air LLC,4,211939.0,2020
KD,Western Global,1,32583.0,2020
KD,Western Global,2,32669.0,2020
KD,Western Global,3,70624.0,2020
KD,Western Global,4,87646.0,2020
KH,Aloha Air Cargo,1,-19017.0,2020
KH,Aloha Air Cargo,2,-19532.0,2020
KH,Aloha Air Cargo,3,-16512.0,2020
KH,Aloha Air Cargo,4,-19743.0,2020
KLQ,Kalitta Charters II,1,3340.0,2020
KLQ,Kalitta Charters II,2,4148.0,2020
KLQ,Kalitta Charters II,3,5437.0,2020
KLQ,Kalitta Charters II,4,5676.0,2020
L2,Lynden Air Cargo Airlines,1,13135.0,2020
L2,Lynden Air Cargo Airlines,2,22150.0,2020
L2,Lynden Air Cargo Airlines,3,25052.0,2020
L2,Lynden Air Cargo Airlines,4,17000.0,2020
M6,Amerijet International,1,84704.0,2020
M6,Amerijet International,2,88607.0,2020
M6,Amerijet International,3,76340.0,2020
M6,Amerijet International,4,68022.0,2020
MQ,Envoy Air,1,113207.0,2020
MQ,Envoy Air,2,182135.0,2020
MQ,Envoy Air,3,154123.0,2020
MQ,Envoy Air,4,138181.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,1,20374.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,2,11300.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,3,22527.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,4,4907.0,2020
NC,Northern Air Cargo Inc.,1,44120.0,2020
NC,Northern Air Cargo Inc.,2,38878.0,2020
NC,Northern Air Cargo Inc.,3,63768.0,2020
NC,Northern Air Cargo Inc.,4,78000.0,2020
NK,Spirit Air Lines,1,1231486.0,2020
NK,Spirit Air Lines,2,1271182.0,2020
NK,Spirit Air Lines,3,1296703.0,2020
NK,Spirit Air Lines,4,1342022.0,2020
OH,PSA Airlines Inc.,1,289597.0,2020
OH,PSA Airlines Inc.,2,290964.0,2020
OH,PSA Airlines Inc.,3,308106.0,2020
OH,PSA Airlines Inc.,4,394143.0,2020
OO,SkyWest Airlines Inc.,1,1053981.0,2020
OO,SkyWest Airlines Inc.,2,1021213.0,2020
OO,SkyWest Airlines Inc.,3,888039.0,2020
OO,SkyWest Airlines Inc.,4,961115.0,2020
PFQ,Asia Pacific,1,5457.0,2020
PFQ,Asia Pacific,2,7680.0,2020
PFQ,Asia Pacific,3,10562.0,2020
PFQ,Asia Pacific,4,13213.0,2020
PO,Polar Air Cargo Airways,1,194877.0,2020
PO,Polar Air Cargo Airways,2,200191.0,2020
PO,Polar Air Cargo Airways,3,170396.0,2020
PO,Polar Air Cargo Airways,4,244439.0,2020
QX,Horizon Air,1,636120.0,2020
QX,Horizon Air,2,596188.0,2020
QX,Horizon Air,3,264804.0,2020
QX,Horizon Air,4,234715.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,1,341479.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,2,247442.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,3,259027.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,4,253743.0,2020
U7,USA Jet Airlines Inc.,1,34925.0,2020
U7,USA Jet Airlines Inc.,2,25976.0,2020
U7,USA Jet Airlines Inc.,3,86614.0,2020
U7,USA Jet Airlines Inc.,4,144910.0,2020
UA,United Air Lines Inc.,1,16091109.0,2020
UA,United Air Lines Inc.,2,16399600.0,2020
UA,United Air Lines Inc.,3,15795614.0,2020
UA,United Air Lines Inc.,4,12730039.0,2020
WI,Sky Lease Cargo,1,33755.0,2020
WI,Sky Lease Cargo,2,29246.0,2020
WI,Sky Lease Cargo,3,38911.0,2020
WI,Sky Lease Cargo,4,31720.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,10386.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,11104.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,10162.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,8322.0,2020
WN,Southwest Airlines Co.,1,10241328.0,2020
WN,Southwest Airlines Co.,2,9360641.0,2020
WN,Southwest Airlines Co.,3,7804094.0,2020
WN,Southwest Airlines Co.,4,7505890.0,2020
X9,Omni Air International LLC,1,91437.0,2020
X9,Omni Air International LLC,2,104008.0,2020
X9,Omni Air International LLC,3,109219.0,2020
X9,Omni Air International LLC,4,125270.0,2020
XP,TEM Enterprises dba  Avelo Airlines,1,,2020
XP,TEM Enterprises dba  Avelo Airlines,2,8545.0,2020
XP,TEM Enterprises dba  Avelo Airlines,3,,2020
XP,TEM Enterprises dba  Avelo Airlines,4,,2020
YV,Mesa Airlines Inc.,1,150484.0,2020
YV,Mesa Airlines Inc.,2,148747.0,2020
YV,Mesa Airlines Inc.,3,167873.0,2020
YV,Mesa Airlines Inc.,4,117199.0,2020
YX,Republic Airline,1,398184.0,2020
YX,Republic Airline,2,372613.0,2020
YX,Republic Airline,3,407525.0,2020
YX,Republic Airline,4,415553.0,2020
ZW,Air Wisconsin Airlines Corp,1,76946.0,2020
ZW,Air Wisconsin Airlines Corp,2,76948.0,2020
ZW,Air Wisconsin Airlines Corp,3,82093.0,2020
ZW,Air Wisconsin Airlines Corp,4,79549.0,2020
All Rows,All Rows (including those not displayed),1,93337270.0,2020
All Rows,All Rows (including those not displayed),2,93767377.0,2020
All Rows,All Rows (including those not displayed),3,86730732.0,2020
All Rows,All Rows (including those not displayed),4,79815537.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,76523.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,62091.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,64474.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,112310.0,2021
0WQ,Avjet Corporation,1,,2021
0WQ,Avjet Corporation,2,35609.0,2021
0WQ,Avjet Corporation,3,29503.0,2021
0WQ,Avjet Corporation,4,32288.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,33245.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,41120.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,38780.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,33245.0,2021
1TQ,Rhoades Aviation dba Transair,1,240.0,2021
1TQ,Rhoades Aviation dba Transair,2,204.0,2021
1TQ,Rhoades Aviation dba Transair,3,,2021
1TQ,Rhoades Aviation dba Transair,4,106.0,2021
27Q,"Jet Aviation Flight Services, Inc.",1,-12475.0,2021
27Q,"Jet Aviation Flight Services, Inc.",2,-13691.0,2021
27Q,"Jet Aviation Flight Services, Inc.",3,-12495.0,2021
27Q,"Jet Aviation Flight Services, Inc.",4,-16849.0,2021
2HQ,Elite Airways LLC,1,16778.0,2021
2HQ,Elite Airways LLC,2,13523.0,2021
2HQ,Elite Airways LLC,3,13575.0,2021
2HQ,Elite Airways LLC,4,14886.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,13274.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,12430.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,14991.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,17508.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,21072.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,55086.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,91644.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,163992.0,2021
3M,Silver Airways,1,70820.0,2021
3M,Silver Airways,2,72877.0,2021
3M,Silver Airways,3,55733.0,2021
3M,Silver Airways,4,51840.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,6812.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,7447.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,8361.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,6601.0,2021
5X,United Parcel Service,1,1015692.0,2021
5X,United Parcel Service,2,988027.0,2021
5X,United Parcel Service,3,991232.0,2021
5X,United Parcel Service,4,1039456.0,2021
5Y,Atlas Air Inc.,1,739595.0,2021
5Y,Atlas Air Inc.,2,752483.0,2021
5Y,Atlas Air Inc.,3,806565.0,2021
5Y,Atlas Air Inc.,4,922108.0,2021
8C,Air Transport International,1,42515.0,2021
8C,Air Transport International,2,46930.0,2021
8C,Air Transport International,3,53244.0,2021
8C,Air Transport International,4,55890.0,2021
9E,Endeavor Air Inc.,1,165809.0,2021
9E,Endeavor Air Inc.,2,155095.0,2021
9E,Endeavor Air Inc.,3,164060.0,2021
9E,Endeavor Air Inc.,4,167558.0,2021
9S,Southern Air Inc.,1,59894.0,2021
9S,Southern Air Inc.,2,64167.0,2021
9S,Southern Air Inc.,3,54246.0,2021
9S,Southern Air Inc.,4,62.0,2021
AA,American Airlines Inc.,1,17069488.0,2021
AA,American Airlines Inc.,2,20332888.0,2021
AA,American Airlines Inc.,3,17782430.0,2021
AA,American Airlines Inc.,4,17864371.0,2021
ABX,ABX Air Inc,1,44819.0,2021
ABX,ABX Air Inc,2,41771.0,2021
ABX,ABX Air Inc,3,40636.0,2021
ABX,ABX Air Inc,4,39828.0,2021
AS,Alaska Airlines Inc.,1,6298640.0,2021
AS,Alaska Airlines Inc.,2,6391958.0,2021
AS,Alaska Airlines Inc.,3,5569333.0,2021
AS,Alaska Airlines Inc.,4,5616339.0,2021
B6,JetBlue Airways,1,3131195.0,2021
B6,JetBlue Airways,2,3972807.0,2021
B6,JetBlue Airways,3,3565367.0,2021
B6,JetBlue Airways,4,3416540.0,2021
C5,CommuteAir LLC dba CommuteAir,1,49846.0,2021
C5,CommuteAir LLC dba CommuteAir,2,67657.0,2021
C5,CommuteAir LLC dba CommuteAir,3,65473.0,2021
C5,CommuteAir LLC dba CommuteAir,4,73182.0,2021
DL,Delta Air Lines Inc.,1,20685385.0,2021
DL,Delta Air Lines Inc.,2,23543931.0,2021
DL,Delta Air Lines Inc.,3,20899487.0,2021
DL,Delta Air Lines Inc.,4,20928301.0,2021
F9,Frontier Airlines Inc.,1,1193917.0,2021
F9,Frontier Airlines Inc.,2,1412929.0,2021
F9,Frontier Airlines Inc.,3,1258502.0,2021
F9,Frontier Airlines Inc.,4,1325646.0,2021
FX,Federal Express Corporation,1,8876905.0,2021
FX,Federal Express Corporation,2,8744345.0,2021
FX,Federal Express Corporation,3,9191491.0,2021
FX,Federal Express Corporation,4,8677560.0,2021
G4,Allegiant Air,1,727792.0,2021
G4,Allegiant Air,2,816221.0,2021
G4,Allegiant Air,3,686600.0,2021
G4,Allegiant Air,4,654387.0,2021
G7,GoJet Airlines LLC d/b/a United Express,1,66518.0,2021
G7,GoJet Airlines LLC d/b/a United Express,2,76152.0,2021
G7,GoJet Airlines LLC d/b/a United Express,3,64947.0,2021
G7,GoJet Airlines LLC d/b/a United Express,4,59365.0,2021
GFQ,Gulf And Caribbean Cargo,1,28280.0,2021
GFQ,Gulf And Caribbean Cargo,2,27770.0,2021
GFQ,Gulf And Caribbean Cargo,3,16045.0,2021
GFQ,Gulf And Caribbean Cargo,4,16512.0,2021
HA,Hawaiian Airlines Inc.,1,1190731.0,2021
HA,Hawaiian Airlines Inc.,2,1429557.0,2021
HA,Hawaiian Airlines Inc.,3,1221002.0,2021
HA,Hawaiian Airlines Inc.,4,1096689.0,2021
KAQ,Kalitta Air LLC,1,199052.0,2021
KAQ,Kalitta Air LLC,2,195628.0,2021
KAQ,Kalitta Air LLC,3,257611.0,2021
KAQ,Kalitta Air LLC,4,215780.0,2021
KD,Western Global,1,168883.0,2021
KD,Western Global,2,163391.0,2021
KD,Western Global,3,148589.0,2021
KD,Western Global,4,159508.0,2021
KH,Aloha Air Cargo,1,-34079.0,2021
KH,Aloha Air Cargo,2,-36218.0,2021
KH,Aloha Air Cargo,3,-44011.0,2021
KH,Aloha Air Cargo,4,-58253.0,2021
KLQ,Kalitta Charters II,1,5434.0,2021
KLQ,Kalitta Charters II,2,,2021
KLQ,Kalitta Charters II,3,,2021
KLQ,Kalitta Charters II,4,,2021
L2,Lynden Air Cargo Airlines,1,9430.0,2021
L2,Lynden Air Cargo Airlines,2,13063.0,2021
L2,Lynden Air Cargo Airlines,3,9889.0,2021
L2,Lynden Air Cargo Airlines,4,11617.0,2021
M6,Amerijet International,1,70798.0,2021
M6,Amerijet International,2,55423.0,2021
M6,Amerijet International,3,46706.0,2021
M6,Amerijet International,4,63477.0,2021
MQ,Envoy Air,1,134127.0,2021
MQ,Envoy Air,2,195624.0,2021
MQ,Envoy Air,3,238563.0,2021
MQ,Envoy Air,4,233083.0,2021
MX,Breeze Aviation Group DBA  Breeze,1,,2021
MX,Breeze Aviation Group DBA  Breeze,2,,2021
MX,Breeze Aviation Group DBA  Breeze,3,48011.0,2021
MX,Breeze Aviation Group DBA  Breeze,4,69160.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,1,3511.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,2,2358.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,3,2888.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,4,6933.0,2021
NC,Northern Air Cargo Inc.,1,105615.0,2021
NC,Northern Air Cargo Inc.,2,108349.0,2021
NC,Northern Air Cargo Inc.,3,114971.0,2021
NC,Northern Air Cargo Inc.,4,98058.0,2021
NK,Spirit Air Lines,1,1508080.0,2021
NK,Spirit Air Lines,2,1601179.0,2021
NK,Spirit Air Lines,3,1303901.0,2021
NK,Spirit Air Lines,4,1275602.0,2021
OH,PSA Airlines Inc.,1,440073.0,2021
OH,PSA Airlines Inc.,2,451054.0,2021
OH,PSA Airlines Inc.,3,434759.0,2021
OH,PSA Airlines Inc.,4,478460.0,2021
OO,SkyWest Airlines Inc.,1,975352.0,2021
OO,SkyWest Airlines Inc.,2,1128444.0,2021
OO,SkyWest Airlines Inc.,3,1149769.0,2021
OO,SkyWest Airlines Inc.,4,1202954.0,2021
PFQ,Asia Pacific,1,15272.0,2021
PFQ,Asia Pacific,2,15031.0,2021
PFQ,Asia Pacific,3,15913.0,2021
PFQ,Asia Pacific,4,16729.0,2021
PO,Polar Air Cargo Airways,1,218674.0,2021
PO,Polar Air Cargo Airways,2,218674.0,2021
PO,Polar Air Cargo Airways,3,204698.0,2021
PO,Polar Air Cargo Airways,4,234387.0,2021
PT,Piedmont Airlines,1,154682.0,2021
PT,Piedmont Airlines,2,133471.0,2021
PT,Piedmont Airlines,3,145432.0,2021
PT,Piedmont Airlines,4,118275.0,2021
QX,Horizon Air,1,225412.0,2021
QX,Horizon Air,2,210515.0,2021
QX,Horizon Air,3,213632.0,2021
QX,Horizon Air,4,220287.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,1,237640.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,2,250806.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,3,241620.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,4,281651.0,2021
U7,USA Jet Airlines Inc.,1,5374.0,2021
U7,USA Jet Airlines Inc.,2,4868.0,2021
U7,USA Jet Airlines Inc.,3,4142.0,2021
U7,USA Jet Airlines Inc.,4,5199.0,2021
UA,United Air Lines Inc.,1,14170798.0,2021
UA,United Air Lines Inc.,2,18067646.0,2021
UA,United Air Lines Inc.,3,16938815.0,2021
UA,United Air Lines Inc.,4,18307273.0,2021
WI,Sky Lease Cargo,1,29715.0,2021
WI,Sky Lease Cargo,2,29858.0,2021
WI,Sky Lease Cargo,3,35693.0,2021
WI,Sky Lease Cargo,4,40555.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,9246.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,9832.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,12234.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,12842.0,2021
WN,Southwest Airlines Co.,1,8182178.0,2021
WN,Southwest Airlines Co.,2,12475921.0,2021
WN,Southwest Airlines Co.,3,9134621.0,2021
WN,Southwest Airlines Co.,4,9164418.0,2021
X9,Omni Air International LLC,1,130363.0,2021
X9,Omni Air International LLC,2,151880.0,2021
X9,Omni Air International LLC,3,128208.0,2021
X9,Omni Air International LLC,4,162188.0,2021
YV,Mesa Airlines Inc.,1,98452.0,2021
YV,Mesa Airlines Inc.,2,81671.0,2021
YV,Mesa Airlines Inc.,3,78583.0,2021
YV,Mesa Airlines Inc.,4,83622.0,2021
YX,Republic Airline,1,444466.0,2021
YX,Republic Airline,2,460305.0,2021
YX,Republic Airline,3,435068.0,2021
YX,Republic Airline,4,426698.0,2021
ZW,Air Wisconsin Airlines Corp,1,91969.0,2021
ZW,Air Wisconsin Airlines Corp,2,88260.0,2021
ZW,Air Wisconsin Airlines Corp,3,81305.0,2021
ZW,Air Wisconsin Airlines Corp,4,91003.0,2021
All Rows,All Rows (including those not displayed),1,89213828.0,2021
All Rows,All Rows (including those not displayed),2,105228415.0,2021
All Rows,All Rows (including those not displayed),3,94116837.0,2021
All Rows,All Rows (including those not displayed),4,95291228.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,119826.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,122748.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,130595.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,136299.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,25333.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,26257.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,25800.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,28533.0,2022
1TQ,Rhoades Aviation dba Transair,1,257.0,2022
1TQ,Rhoades Aviation dba Transair,2,40.0,2022
1TQ,Rhoades Aviation dba Transair,3,49.0,2022
1TQ,Rhoades Aviation dba Transair,4,21.0,2022
27Q,"Jet Aviation Flight Services, Inc.",1,-13757.0,2022
27Q,"Jet Aviation Flight Services, Inc.",2,-3062.0,2022
27Q,"Jet Aviation Flight Services, Inc.",3,-12623.0,2022
27Q,"Jet Aviation Flight Services, Inc.",4,-20013.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,8900.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,8300.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,7261.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,17926.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,-21687.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,-550000.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,625089.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,22299.0,2022
3M,Silver Airways,1,36741.0,2022
3M,Silver Airways,2,36189.0,2022
3M,Silver Airways,3,36525.0,2022
3M,Silver Airways,4,36360.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,7316.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,9417.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,6231.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,5577.0,2022
5X,United Parcel Service,1,1102970.0,2022
5X,United Parcel Service,2,1201500.0,2022
5X,United Parcel Service,3,1083458.0,2022
5X,United Parcel Service,4,1107645.0,2022
5Y,Atlas Air Inc.,1,846358.0,2022
5Y,Atlas Air Inc.,2,806750.0,2022
5Y,Atlas Air Inc.,3,798185.0,2022
5Y,Atlas Air Inc.,4,779499.0,2022
8C,Air Transport International,1,54336.0,2022
8C,Air Transport International,2,73677.0,2022
8C,Air Transport International,3,64719.0,2022
8C,Air Transport International,4,62858.0,2022
9E,Endeavor Air Inc.,1,177542.0,2022
9E,Endeavor Air Inc.,2,206017.0,2022
9E,Endeavor Air Inc.,3,208848.0,2022
9E,Endeavor Air Inc.,4,205907.0,2022
AA,American Airlines Inc.,1,21042587.0,2022
AA,American Airlines Inc.,2,22349675.0,2022
AA,American Airlines Inc.,3,21561660.0,2022
AA,American Airlines Inc.,4,21082074.0,2022
ABX,ABX Air Inc,1,36807.0,2022
ABX,ABX Air Inc,2,36807.0,2022
ABX,ABX Air Inc,3,33479.0,2022
ABX,ABX Air Inc,4,33479.0,2022
AS,Alaska Airlines Inc.,1,6178437.0,2022
AS,Alaska Airlines Inc.,2,6558448.0,2022
AS,Alaska Airlines Inc.,3,6355139.0,2022
AS,Alaska Airlines Inc.,4,6139197.0,2022
B6,JetBlue Airways,1,4026052.0,2022
B6,JetBlue Airways,2,4065518.0,2022
B6,JetBlue Airways,3,3903574.0,2022
