UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_ASSETS),Year
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,24677.0,2020
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,26667.0,2020
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,26591.0,2020
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,27014.0,2020
1TQ,Rhoades Aviation dba Transair,1,162.0,2020
1TQ,Rhoades Aviation dba Transair,2,619.0,2020
1TQ,Rhoades Aviation dba Transair,3,734.0,2020
1TQ,Rhoades Aviation dba Transair,4,588.0,2020
27Q,"Jet Aviation Flight Services, Inc.",1,60656.0,2020
27Q,"Jet Aviation Flight Services, Inc.",2,39516.0,2020
27Q,"Jet Aviation Flight Services, Inc.",3,41461.0,2020
27Q,"Jet Aviation Flight Services, Inc.",4,41870.0,2020
2HQ,Elite Airways LLC,1,4901.0,2020
2HQ,Elite Airways LLC,2,8612.0,2020
2HQ,Elite Airways LLC,3,7584.0,2020
2HQ,Elite Airways LLC,4,5155.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,9646.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,7529.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,9248.0,2020
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,13557.0,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,,2020
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,68933.0,2020
3M,Silver Airways,1,31581.0,2020
3M,Silver Airways,2,34052.0,2020
3M,Silver Airways,3,49763.0,2020
3M,Silver Airways,4,29547.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,23054.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,30269.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,32684.0,2020
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,36310.0,2020
5X,United Parcel Service,1,3370911.0,2020
5X,United Parcel Service,2,3047358.0,2020
5X,United Parcel Service,3,3709904.0,2020
5X,United Parcel Service,4,4125884.0,2020
5Y,Atlas Air Inc.,1,493223.0,2020
5Y,Atlas Air Inc.,2,721698.0,2020
5Y,Atlas Air Inc.,3,613577.0,2020
5Y,Atlas Air Inc.,4,815929.0,2020
8C,Air Transport International,1,79807.0,2020
8C,Air Transport International,2,45369.0,2020
8C,Air Transport International,3,47813.0,2020
8C,Air Transport International,4,46404.0,2020
9E,Endeavor Air Inc.,1,171855.0,2020
9E,Endeavor Air Inc.,2,126274.0,2020
9E,Endeavor Air Inc.,3,172514.0,2020
9E,Endeavor Air Inc.,4,186985.0,2020
9S,Southern Air Inc.,1,79336.0,2020
9S,Southern Air Inc.,2,107256.0,2020
9S,Southern Air Inc.,3,143488.0,2020
9S,Southern Air Inc.,4,152861.0,2020
AA,American Airlines Inc.,1,19695932.0,2020
AA,American Airlines Inc.,2,22257268.0,2020
AA,American Airlines Inc.,3,20845698.0,2020
AA,American Airlines Inc.,4,18211168.0,2020
ABX,ABX Air Inc,1,300027.0,2020
ABX,ABX Air Inc,2,301383.0,2020
ABX,ABX Air Inc,3,296378.0,2020
ABX,ABX Air Inc,4,296289.0,2020
AS,Alaska Airlines Inc.,1,9861955.0,2020
AS,Alaska Airlines Inc.,2,10466650.0,2020
AS,Alaska Airlines Inc.,3,11243503.0,2020
AS,Alaska Airlines Inc.,4,10635778.0,2020
B6,JetBlue Airways,1,2194400.0,2020
B6,JetBlue Airways,2,3777386.0,2020
B6,JetBlue Airways,3,3454856.0,2020
B6,JetBlue Airways,4,3345358.0,2020
C5,CommuteAir LLC dba CommuteAir,1,,2020
C5,CommuteAir LLC dba CommuteAir,2,,2020
C5,CommuteAir LLC dba CommuteAir,3,,2020
C5,CommuteAir LLC dba CommuteAir,4,38760.0,2020
CP (2),Compass Airlines,1,37744.0,2020
CP (2),Compass Airlines,2,28092.0,2020
CP (2),Compass Airlines,3,,2020
CP (2),Compass Airlines,4,,2020
DL,Delta Air Lines Inc.,1,10243617.0,2020
DL,Delta Air Lines Inc.,2,18931049.0,2020
DL,Delta Air Lines Inc.,3,25011045.0,2020
DL,Delta Air Lines Inc.,4,17364069.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,1,38551.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,2,101332.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,3,72025.0,2020
EV,ExpressJet Airlines LLC d/b/a aha!,4,,2020
F9,Frontier Airlines Inc.,1,768955.0,2020
F9,Frontier Airlines Inc.,2,738513.0,2020
F9,Frontier Airlines Inc.,3,806094.0,2020
F9,Frontier Airlines Inc.,4,667838.0,2020
FX,Federal Express Corporation,1,4878274.0,2020
FX,Federal Express Corporation,2,5509020.0,2020
FX,Federal Express Corporation,3,5733171.0,2020
FX,Federal Express Corporation,4,6441113.0,2020
G4,Allegiant Air,1,1214393.0,2020
G4,Allegiant Air,2,1347174.0,2020
G4,Allegiant Air,3,1367317.0,2020
G4,Allegiant Air,4,1187625.0,2020
G7,GoJet Airlines LLC d/b/a United Express,1,21177.0,2020
G7,GoJet Airlines LLC d/b/a United Express,2,32074.0,2020
G7,GoJet Airlines LLC d/b/a United Express,3,36469.0,2020
G7,GoJet Airlines LLC d/b/a United Express,4,35092.0,2020
GFQ,Gulf And Caribbean Cargo,1,11631.0,2020
GFQ,Gulf And Caribbean Cargo,2,12376.0,2020
GFQ,Gulf And Caribbean Cargo,3,17273.0,2020
GFQ,Gulf And Caribbean Cargo,4,16796.0,2020
HA,Hawaiian Airlines Inc.,1,1018340.0,2020
HA,Hawaiian Airlines Inc.,2,952739.0,2020
HA,Hawaiian Airlines Inc.,3,1150168.0,2020
HA,Hawaiian Airlines Inc.,4,1085512.0,2020
KAQ,Kalitta Air LLC,1,201048.0,2020
KAQ,Kalitta Air LLC,2,379110.0,2020
KAQ,Kalitta Air LLC,3,514048.0,2020
KAQ,Kalitta Air LLC,4,726276.0,2020
KD,Western Global,1,56384.0,2020
KD,Western Global,2,84685.0,2020
KD,Western Global,3,127136.0,2020
KD,Western Global,4,115875.0,2020
KH,Aloha Air Cargo,1,1833.0,2020
KH,Aloha Air Cargo,2,7486.0,2020
KH,Aloha Air Cargo,3,10373.0,2020
KH,Aloha Air Cargo,4,12173.0,2020
KLQ,Kalitta Charters II,1,16515.0,2020
KLQ,Kalitta Charters II,2,18827.0,2020
KLQ,Kalitta Charters II,3,21650.0,2020
KLQ,Kalitta Charters II,4,26517.0,2020
L2,Lynden Air Cargo Airlines,1,15320.0,2020
L2,Lynden Air Cargo Airlines,2,23457.0,2020
L2,Lynden Air Cargo Airlines,3,27357.0,2020
L2,Lynden Air Cargo Airlines,4,23941.0,2020
M6,Amerijet International,1,54237.0,2020
M6,Amerijet International,2,78053.0,2020
M6,Amerijet International,3,85311.0,2020
M6,Amerijet International,4,97121.0,2020
MQ,Envoy Air,1,74865.0,2020
MQ,Envoy Air,2,94201.0,2020
MQ,Envoy Air,3,82624.0,2020
MQ,Envoy Air,4,58649.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,1,8630.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,2,25851.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,3,14824.0,2020
N8,National Air Cargo Group Inc d/ba National Airlines,4,37445.0,2020
NC,Northern Air Cargo Inc.,1,4178.0,2020
NC,Northern Air Cargo Inc.,2,13999.0,2020
NC,Northern Air Cargo Inc.,3,45244.0,2020
NC,Northern Air Cargo Inc.,4,56349.0,2020
NK,Spirit Air Lines,1,1231165.0,2020
NK,Spirit Air Lines,2,1667960.0,2020
NK,Spirit Air Lines,3,2499110.0,2020
NK,Spirit Air Lines,4,2355980.0,2020
OH,PSA Airlines Inc.,1,122137.0,2020
OH,PSA Airlines Inc.,2,106197.0,2020
OH,PSA Airlines Inc.,3,77247.0,2020
OH,PSA Airlines Inc.,4,96861.0,2020
OO,SkyWest Airlines Inc.,1,721238.0,2020
OO,SkyWest Airlines Inc.,2,869121.0,2020
OO,SkyWest Airlines Inc.,3,873865.0,2020
OO,SkyWest Airlines Inc.,4,848822.0,2020
PFQ,Asia Pacific,1,11158.0,2020
PFQ,Asia Pacific,2,13613.0,2020
PFQ,Asia Pacific,3,24424.0,2020
PFQ,Asia Pacific,4,24829.0,2020
PO,Polar Air Cargo Airways,1,136365.0,2020
PO,Polar Air Cargo Airways,2,165874.0,2020
PO,Polar Air Cargo Airways,3,163214.0,2020
PO,Polar Air Cargo Airways,4,173201.0,2020
QX,Horizon Air,1,221396.0,2020
QX,Horizon Air,2,254354.0,2020
QX,Horizon Air,3,297024.0,2020
QX,Horizon Air,4,252474.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,1,100776.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,2,79980.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,3,101779.0,2020
SY,Sun Country Airlines d/b/a MN Airlines,4,126740.0,2020
U7,USA Jet Airlines Inc.,1,56762.0,2020
U7,USA Jet Airlines Inc.,2,50722.0,2020
U7,USA Jet Airlines Inc.,3,118924.0,2020
U7,USA Jet Airlines Inc.,4,179187.0,2020
UA,United Air Lines Inc.,1,7899026.0,2020
UA,United Air Lines Inc.,2,10041417.0,2020
UA,United Air Lines Inc.,3,16475714.0,2020
UA,United Air Lines Inc.,4,14799610.0,2020
WI,Sky Lease Cargo,1,20899.0,2020
WI,Sky Lease Cargo,2,45010.0,2020
WI,Sky Lease Cargo,3,61547.0,2020
WI,Sky Lease Cargo,4,68386.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,11882.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,19326.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,23818.0,2020
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,27979.0,2020
WN,Southwest Airlines Co.,1,7027769.0,2020
WN,Southwest Airlines Co.,2,15871596.0,2020
WN,Southwest Airlines Co.,3,16133242.0,2020
WN,Southwest Airlines Co.,4,15173150.0,2020
X9,Omni Air International LLC,1,170988.0,2020
X9,Omni Air International LLC,2,244019.0,2020
X9,Omni Air International LLC,3,313462.0,2020
X9,Omni Air International LLC,4,311732.0,2020
XP,TEM Enterprises dba  Avelo Airlines,1,,2020
XP,TEM Enterprises dba  Avelo Airlines,2,2366.0,2020
XP,TEM Enterprises dba  Avelo Airlines,3,,2020
XP,TEM Enterprises dba  Avelo Airlines,4,,2020
YV,Mesa Airlines Inc.,1,19001.0,2020
YV,Mesa Airlines Inc.,2,19943.0,2020
YV,Mesa Airlines Inc.,3,17580.0,2020
YV,Mesa Airlines Inc.,4,25022.0,2020
YX,Republic Airline,1,368574.0,2020
YX,Republic Airline,2,423036.0,2020
YX,Republic Airline,3,477083.0,2020
YX,Republic Airline,4,492284.0,2020
ZW,Air Wisconsin Airlines Corp,1,31292.0,2020
ZW,Air Wisconsin Airlines Corp,2,50585.0,2020
ZW,Air Wisconsin Airlines Corp,3,68701.0,2020
ZW,Air Wisconsin Airlines Corp,4,70692.0,2020
All Rows,All Rows (including those not displayed),1,73296304.0,2020
All Rows,All Rows (including those not displayed),2,99364932.0,2020
All Rows,All Rows (including those not displayed),3,113622308.0,2020
All Rows,All Rows (including those not displayed),4,101140229.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,88073.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,71050.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,83024.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,51850.0,2021
0WQ,Avjet Corporation,1,,2021
0WQ,Avjet Corporation,2,10490.0,2021
0WQ,Avjet Corporation,3,14424.0,2021
0WQ,Avjet Corporation,4,15931.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,25878.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,28631.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,20270.0,2021
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,25878.0,2021
1TQ,Rhoades Aviation dba Transair,1,162.0,2021
1TQ,Rhoades Aviation dba Transair,2,509.0,2021
1TQ,Rhoades Aviation dba Transair,3,,2021
1TQ,Rhoades Aviation dba Transair,4,133.0,2021
27Q,"Jet Aviation Flight Services, Inc.",1,44743.0,2021
27Q,"Jet Aviation Flight Services, Inc.",2,49283.0,2021
27Q,"Jet Aviation Flight Services, Inc.",3,56937.0,2021
27Q,"Jet Aviation Flight Services, Inc.",4,60231.0,2021
2HQ,Elite Airways LLC,1,10219.0,2021
2HQ,Elite Airways LLC,2,14956.0,2021
2HQ,Elite Airways LLC,3,9947.0,2021
2HQ,Elite Airways LLC,4,7625.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,13662.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,14627.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,18346.0,2021
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,21857.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,16610.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,75289.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,90975.0,2021
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,120877.0,2021
3M,Silver Airways,1,31585.0,2021
3M,Silver Airways,2,34796.0,2021
3M,Silver Airways,3,28162.0,2021
3M,Silver Airways,4,21471.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,36431.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,34025.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,36983.0,2021
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,37041.0,2021
5X,United Parcel Service,1,4374159.0,2021
5X,United Parcel Service,2,4649200.0,2021
5X,United Parcel Service,3,4865745.0,2021
5X,United Parcel Service,4,4601296.0,2021
5Y,Atlas Air Inc.,1,770792.0,2021
5Y,Atlas Air Inc.,2,821956.0,2021
5Y,Atlas Air Inc.,3,899563.0,2021
5Y,Atlas Air Inc.,4,1408631.0,2021
8C,Air Transport International,1,54137.0,2021
8C,Air Transport International,2,50342.0,2021
8C,Air Transport International,3,48350.0,2021
8C,Air Transport International,4,62986.0,2021
9E,Endeavor Air Inc.,1,175290.0,2021
9E,Endeavor Air Inc.,2,135171.0,2021
9E,Endeavor Air Inc.,3,158166.0,2021
9E,Endeavor Air Inc.,4,164288.0,2021
9S,Southern Air Inc.,1,206555.0,2021
9S,Southern Air Inc.,2,246526.0,2021
9S,Southern Air Inc.,3,265009.0,2021
9S,Southern Air Inc.,4,941.0,2021
AA,American Airlines Inc.,1,23778499.0,2021
AA,American Airlines Inc.,2,26805953.0,2021
AA,American Airlines Inc.,3,23586003.0,2021
AA,American Airlines Inc.,4,21721565.0,2021
ABX,ABX Air Inc,1,305316.0,2021
ABX,ABX Air Inc,2,299784.0,2021
ABX,ABX Air Inc,3,303516.0,2021
ABX,ABX Air Inc,4,310877.0,2021
AS,Alaska Airlines Inc.,1,10864458.0,2021
AS,Alaska Airlines Inc.,2,10926187.0,2021
AS,Alaska Airlines Inc.,3,10160646.0,2021
AS,Alaska Airlines Inc.,4,10104271.0,2021
B6,JetBlue Airways,1,3608240.0,2021
B6,JetBlue Airways,2,4196077.0,2021
B6,JetBlue Airways,3,3690390.0,2021
B6,JetBlue Airways,4,3246527.0,2021
C5,CommuteAir LLC dba CommuteAir,1,47815.0,2021
C5,CommuteAir LLC dba CommuteAir,2,66237.0,2021
C5,CommuteAir LLC dba CommuteAir,3,66617.0,2021
C5,CommuteAir LLC dba CommuteAir,4,73803.0,2021
DL,Delta Air Lines Inc.,1,17840403.0,2021
DL,Delta Air Lines Inc.,2,19656981.0,2021
DL,Delta Air Lines Inc.,3,17452215.0,2021
DL,Delta Air Lines Inc.,4,15915804.0,2021
F9,Frontier Airlines Inc.,1,712062.0,2021
F9,Frontier Airlines Inc.,2,1222234.0,2021
F9,Frontier Airlines Inc.,3,1088269.0,2021
F9,Frontier Airlines Inc.,4,1009479.0,2021
FX,Federal Express Corporation,1,7205238.0,2021
FX,Federal Express Corporation,2,7006388.0,2021
FX,Federal Express Corporation,3,7448465.0,2021
FX,Federal Express Corporation,4,7721036.0,2021
G4,Allegiant Air,1,1265136.0,2021
G4,Allegiant Air,2,1768875.0,2021
G4,Allegiant Air,3,1663498.0,2021
G4,Allegiant Air,4,1578924.0,2021
G7,GoJet Airlines LLC d/b/a United Express,1,46930.0,2021
G7,GoJet Airlines LLC d/b/a United Express,2,65387.0,2021
G7,GoJet Airlines LLC d/b/a United Express,3,57668.0,2021
G7,GoJet Airlines LLC d/b/a United Express,4,43651.0,2021
GFQ,Gulf And Caribbean Cargo,1,22011.0,2021
GFQ,Gulf And Caribbean Cargo,2,23456.0,2021
GFQ,Gulf And Caribbean Cargo,3,12930.0,2021
GFQ,Gulf And Caribbean Cargo,4,13225.0,2021
HA,Hawaiian Airlines Inc.,1,2147502.0,2021
HA,Hawaiian Airlines Inc.,2,2456368.0,2021
HA,Hawaiian Airlines Inc.,3,2268608.0,2021
HA,Hawaiian Airlines Inc.,4,1977808.0,2021
KAQ,Kalitta Air LLC,1,766056.0,2021
KAQ,Kalitta Air LLC,2,611910.0,2021
KAQ,Kalitta Air LLC,3,614349.0,2021
KAQ,Kalitta Air LLC,4,625368.0,2021
KD,Western Global,1,116860.0,2021
KD,Western Global,2,131026.0,2021
KD,Western Global,3,109763.0,2021
KD,Western Global,4,124098.0,2021
KH,Aloha Air Cargo,1,-1227.0,2021
KH,Aloha Air Cargo,2,2543.0,2021
KH,Aloha Air Cargo,3,6375.0,2021
KH,Aloha Air Cargo,4,7808.0,2021
KLQ,Kalitta Charters II,1,30365.0,2021
KLQ,Kalitta Charters II,2,,2021
KLQ,Kalitta Charters II,3,,2021
KLQ,Kalitta Charters II,4,,2021
L2,Lynden Air Cargo Airlines,1,12213.0,2021
L2,Lynden Air Cargo Airlines,2,17770.0,2021
L2,Lynden Air Cargo Airlines,3,19258.0,2021
L2,Lynden Air Cargo Airlines,4,20840.0,2021
M6,Amerijet International,1,102903.0,2021
M6,Amerijet International,2,90030.0,2021
M6,Amerijet International,3,91226.0,2021
M6,Amerijet International,4,114058.0,2021
MQ,Envoy Air,1,54348.0,2021
MQ,Envoy Air,2,55294.0,2021
MQ,Envoy Air,3,56678.0,2021
MQ,Envoy Air,4,63113.0,2021
MX,Breeze Aviation Group DBA  Breeze,1,,2021
MX,Breeze Aviation Group DBA  Breeze,2,,2021
MX,Breeze Aviation Group DBA  Breeze,3,231997.0,2021
MX,Breeze Aviation Group DBA  Breeze,4,221426.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,1,43196.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,2,52423.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,3,43799.0,2021
N8,National Air Cargo Group Inc d/ba National Airlines,4,69683.0,2021
NC,Northern Air Cargo Inc.,1,58081.0,2021
NC,Northern Air Cargo Inc.,2,50310.0,2021
NC,Northern Air Cargo Inc.,3,52809.0,2021
NC,Northern Air Cargo Inc.,4,33037.0,2021
NK,Spirit Air Lines,1,2276093.0,2021
NK,Spirit Air Lines,2,2388402.0,2021
NK,Spirit Air Lines,3,2027208.0,2021
NK,Spirit Air Lines,4,1842491.0,2021
OH,PSA Airlines Inc.,1,141811.0,2021
OH,PSA Airlines Inc.,2,151085.0,2021
OH,PSA Airlines Inc.,3,103496.0,2021
OH,PSA Airlines Inc.,4,138296.0,2021
OO,SkyWest Airlines Inc.,1,1099906.0,2021
OO,SkyWest Airlines Inc.,2,1229994.0,2021
OO,SkyWest Airlines Inc.,3,1196105.0,2021
OO,SkyWest Airlines Inc.,4,1168438.0,2021
PFQ,Asia Pacific,1,20386.0,2021
PFQ,Asia Pacific,2,23728.0,2021
PFQ,Asia Pacific,3,25347.0,2021
PFQ,Asia Pacific,4,26504.0,2021
PO,Polar Air Cargo Airways,1,171300.0,2021
PO,Polar Air Cargo Airways,2,171300.0,2021
PO,Polar Air Cargo Airways,3,149832.0,2021
PO,Polar Air Cargo Airways,4,185372.0,2021
PT,Piedmont Airlines,1,120089.0,2021
PT,Piedmont Airlines,2,104658.0,2021
PT,Piedmont Airlines,3,110953.0,2021
PT,Piedmont Airlines,4,91578.0,2021
QX,Horizon Air,1,295189.0,2021
QX,Horizon Air,2,341662.0,2021
QX,Horizon Air,3,343587.0,2021
QX,Horizon Air,4,313747.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,1,328158.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,2,371247.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,3,346441.0,2021
SY,Sun Country Airlines d/b/a MN Airlines,4,375443.0,2021
U7,USA Jet Airlines Inc.,1,8410.0,2021
U7,USA Jet Airlines Inc.,2,5519.0,2021
U7,USA Jet Airlines Inc.,3,6110.0,2021
U7,USA Jet Airlines Inc.,4,2322.0,2021
UA,United Air Lines Inc.,1,16019292.0,2021
UA,United Air Lines Inc.,2,24672328.0,2021
UA,United Air Lines Inc.,3,23056744.0,2021
UA,United Air Lines Inc.,4,21833893.0,2021
WI,Sky Lease Cargo,1,77125.0,2021
WI,Sky Lease Cargo,2,87897.0,2021
WI,Sky Lease Cargo,3,97666.0,2021
WI,Sky Lease Cargo,4,46481.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,32118.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,31819.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,37305.0,2021
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,38316.0,2021
WN,Southwest Airlines Co.,1,16099635.0,2021
WN,Southwest Airlines Co.,2,19188447.0,2021
WN,Southwest Airlines Co.,3,18554469.0,2021
WN,Southwest Airlines Co.,4,18035519.0,2021
X9,Omni Air International LLC,1,346705.0,2021
X9,Omni Air International LLC,2,411154.0,2021
X9,Omni Air International LLC,3,446208.0,2021
X9,Omni Air International LLC,4,484578.0,2021
YV,Mesa Airlines Inc.,1,11426.0,2021
YV,Mesa Airlines Inc.,2,11844.0,2021
YV,Mesa Airlines Inc.,3,7160.0,2021
YV,Mesa Airlines Inc.,4,4867.0,2021
YX,Republic Airline,1,506867.0,2021
YX,Republic Airline,2,579699.0,2021
YX,Republic Airline,3,502301.0,2021
YX,Republic Airline,4,460418.0,2021
ZW,Air Wisconsin Airlines Corp,1,97338.0,2021
ZW,Air Wisconsin Airlines Corp,2,88170.0,2021
ZW,Air Wisconsin Airlines Corp,3,102930.0,2021
ZW,Air Wisconsin Airlines Corp,4,103464.0,2021
All Rows,All Rows (including those not displayed),1,112526550.0,2021
All Rows,All Rows (including those not displayed),2,131601042.0,2021
All Rows,All Rows (including those not displayed),3,122734844.0,2021
All Rows,All Rows (including those not displayed),4,116749161.0,2021
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,63404.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,45771.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,38562.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,38308.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,-83125.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,-93321.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,-107048.0,2022
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,-137025.0,2022
1TQ,Rhoades Aviation dba Transair,1,83.0,2022
1TQ,Rhoades Aviation dba Transair,2,130.0,2022
1TQ,Rhoades Aviation dba Transair,3,8.0,2022
1TQ,Rhoades Aviation dba Transair,4,1311.0,2022
27Q,"Jet Aviation Flight Services, Inc.",1,64739.0,2022
27Q,"Jet Aviation Flight Services, Inc.",2,85375.0,2022
27Q,"Jet Aviation Flight Services, Inc.",3,81133.0,2022
27Q,"Jet Aviation Flight Services, Inc.",4,78946.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,11091.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,10216.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,9082.0,2022
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,19222.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,13964.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,541280.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,620107.0,2022
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,13021.0,2022
3M,Silver Airways,1,43150.0,2022
3M,Silver Airways,2,37719.0,2022
3M,Silver Airways,3,33029.0,2022
3M,Silver Airways,4,35686.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,33294.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,36456.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,35720.0,2022
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,32095.0,2022
5X,United Parcel Service,1,5658014.0,2022
5X,United Parcel Service,2,5259296.0,2022
5X,United Parcel Service,3,4740842.0,2022
5X,United Parcel Service,4,4331920.0,2022
5Y,Atlas Air Inc.,1,1254052.0,2022
5Y,Atlas Air Inc.,2,1139527.0,2022
5Y,Atlas Air Inc.,3,778852.0,2022
5Y,Atlas Air Inc.,4,1045808.0,2022
8C,Air Transport International,1,24230.0,2022
8C,Air Transport International,2,71474.0,2022
8C,Air Transport International,3,67745.0,2022
8C,Air Transport International,4,47532.0,2022
9E,Endeavor Air Inc.,1,188005.0,2022
9E,Endeavor Air Inc.,2,239583.0,2022
9E,Endeavor Air Inc.,3,283834.0,2022
9E,Endeavor Air Inc.,4,392711.0,2022
AA,American Airlines Inc.,1,22568519.0,2022
AA,American Airlines Inc.,2,23725239.0,2022
AA,American Airlines Inc.,3,22715052.0,2022
AA,American Airlines Inc.,4,20611805.0,2022
ABX,ABX Air Inc,1,316780.0,2022
ABX,ABX Air Inc,2,316780.0,2022
ABX,ABX Air Inc,3,334845.0,2022
ABX,ABX Air Inc,4,334845.0,2022
AS,Alaska Airlines Inc.,1,10243895.0,2022
AS,Alaska Airlines Inc.,2,10541020.0,2022
AS,Alaska Airlines Inc.,3,10145066.0,2022
AS,Alaska Airlines Inc.,4,9438115.0,2022
B6,JetBlue Airways,1,3272054.0,2022
B6,JetBlue Airways,2,2993979.0,2022
B6,JetBlue Airways,3,2611076.0,2022
B6,JetBlue Airways,4,1916074.0,2022
